task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	rss	%mem	peak_rss	peak_vmem	rchar	wchar
684	f4/f4ec5d	647043	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 19:23:09.576	33m	32m 57s	706.5%	202.8 GB	40.3%	205.5 GB	220.2 GB	146.1 GB	128.9 GB
693	27/118d32	647052	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 19:28:19.581	28m 50s	28m 48s	420.5%	79.1 GB	15.7%	80.8 GB	84.7 GB	170.5 GB	168.3 GB
691	e7/9a8f38	647050	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 19:25:39.525	32m 10s	32m 6s	778.9%	260.3 GB	51.7%	263.9 GB	282 GB	164.7 GB	162.4 GB
696	69/18aa2c	647053	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 19:31:49.561	26m 5s	26m 2s	814.3%	263.5 GB	52.3%	267.4 GB	278.7 GB	120.4 GB	103.1 GB
701	40/4d194e	647062	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 19:40:19.596	19m 50s	19m 46s	766.7%	184.2 GB	36.6%	184.4 GB	196 GB	147.5 GB	143.9 GB
704	b3/e87121	647063	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 19:40:39.596	20m 35s	20m 31s	863.9%	217 GB	43.1%	217 GB	223.1 GB	189.9 GB	198.4 GB
695	c6/4e1562	647054	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 19:32:19.561	29m 20s	29m 17s	370.5%	78.6 GB	15.6%	79.6 GB	83.9 GB	133.5 GB	116.6 GB
703	8c/ca197d	647059	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 19:36:44.576	28m 20s	28m 18s	369.1%	111 GB	22.0%	112.1 GB	120.3 GB	123.6 GB	106.7 GB
700	b3/96b75d	647061	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 19:37:44.568	27m 25s	27m 22s	448.7%	112.5 GB	22.3%	114.3 GB	121.4 GB	174.7 GB	172.4 GB
697	3f/cd1621	647056	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 19:34:09.568	31m 40s	31m 40s	810.6%	300.4 GB	59.7%	300.4 GB	306 GB	173.6 GB	171.2 GB
702	7c/abc222	647058	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 19:34:24.565	34m 50s	34m 45s	762.2%	319.8 GB	63.5%	320.1 GB	364.3 GB	182.6 GB	180.2 GB
709	58/573a0c	647068	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 19:45:59.624	24m 20s	24m 18s	449.6%	205.6 GB	40.8%	208.1 GB	222 GB	142 GB	139.8 GB
705	d8/e8df8a	647064	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 19:41:29.630	29m 5s	29m 1s	763.3%	331.1 GB	65.8%	332.5 GB	339.2 GB	131.4 GB	114.1 GB
717	3d/12ef55	647076	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 19:51:19.664	19m 15s	19m 10s	785.8%	212.5 GB	42.2%	212.7 GB	222.3 GB	147.5 GB	144 GB
706	55/a625ca	647065	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 19:43:14.661	27m 50s	27m 48s	370.2%	137 GB	27.2%	142.6 GB	149.2 GB	116.4 GB	99.5 GB
719	e3/fb9aeb	647077	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 19:51:29.696	20m 15s	20m 9s	886.9%	245.9 GB	48.8%	245.9 GB	249.5 GB	189.9 GB	198.4 GB
716	70/7e7338	647072	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 19:48:34.652	25m 50s	25m 47s	453.6%	266.6 GB	53.0%	267.4 GB	277.9 GB	158.3 GB	156 GB
711	d5/e6f555	647069	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 19:46:09.621	30m 55s	30m 52s	357.3%	203.9 GB	40.5%	204.5 GB	219.2 GB	136.6 GB	119.7 GB
712	f4/eaf1d5	647070	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 19:47:09.618	30m 30s	30m 29s	393.2%	234.8 GB	46.6%	234.8 GB	251.8 GB	150.2 GB	147.9 GB
718	42/728220	647075	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 19:50:49.653	26m 55s	26m 52s	378.6%	271.8 GB	54.0%	271.8 GB	282.2 GB	114.1 GB	97.2 GB
707	42/31102c	647066	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 19:45:19.617	34m 5s	34m 2s	376.5%	177 GB	35.2%	177.5 GB	192.1 GB	178.8 GB	176.5 GB
724	76/c2301b	647083	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 19:57:09.676	22m 45s	22m 42s	784.3%	274.6 GB	54.5%	274.6 GB	288 GB	189.9 GB	198.4 GB
708	c7/8c06c0	647067	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 19:45:44.625	34m 30s	34m 28s	318.1%	169.3 GB	33.6%	171.3 GB	175.6 GB	126 GB	109.1 GB
714	06/e88295	647071	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 19:48:19.677	31m 55s	31m 52s	310.7%	226.6 GB	45.0%	230.6 GB	243.1 GB	109.3 GB	92.4 GB
731	c9/de9208	647088	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 20:01:39.706	19m 5s	19m	948.2%	297.4 GB	59.1%	297.4 GB	325.7 GB	189.9 GB	198.4 GB
722	89/c4906d	647081	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 19:54:54.710	26m 15s	26m 12s	459.6%	308.7 GB	61.3%	309.8 GB	315.1 GB	166.4 GB	164.2 GB
715	c2/a326b3	647078	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 19:53:09.675	28m 5s	28m 1s	432.6%	144.3 GB	28.7%	144.6 GB	150.2 GB	162.3 GB	160.1 GB
723	63/727dc8	647082	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 19:56:09.675	25m 20s	25m 19s	597.0%	239.3 GB	47.5%	239.6 GB	247.9 GB	147.5 GB	143.9 GB
732	29/bde0c3	647087	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 20:01:14.714	20m 30s	20m 29s	732.5%	268.2 GB	53.3%	268.5 GB	273.9 GB	147.5 GB	143.9 GB
710	9b/a2c551	647074	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 19:50:24.651	32m 55s	32m 51s	717.0%	17.7 GB	3.5%	18.5 GB	22.4 GB	147.5 GB	130.3 GB
721	46/e38d36	647080	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 19:54:39.675	29m 30s	29m 25s	772.9%	53.1 GB	10.5%	54.8 GB	61.1 GB	139.8 GB	122.6 GB
699	15/63ff53	647060	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 19:36:59.567	48m 20s	48m 18s	734.1%	285.8 GB	56.8%	289.3 GB	301.4 GB	125.8 GB	108.5 GB
720	e6/1e47ab	647079	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 19:54:24.676	33m 35s	33m 34s	784.6%	54 GB	10.7%	56.1 GB	61.6 GB	180.7 GB	178.3 GB
726	6d/397a62	647084	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 19:57:49.677	30m 10s	30m 8s	829.5%	87.7 GB	17.4%	93.2 GB	102.3 GB	165.4 GB	163 GB
713	4e/49759d	647073	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 19:49:14.665	39m 30s	39m 26s	679.7%	18.6 GB	3.7%	18.8 GB	22.5 GB	185.9 GB	183.5 GB
725	7d/b04a3b	647085	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 19:57:54.699	31m 5s	31m 3s	329.0%	286.4 GB	56.9%	291.6 GB	303.8 GB	118.8 GB	101.9 GB
727	6e/87346c	647086	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 20:00:09.702	30m 55s	30m 53s	731.5%	90.5 GB	18.0%	91.3 GB	95.3 GB	136.6 GB	119.3 GB
730	66/900a1e	647089	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 20:05:04.751	28m 5s	28m 1s	890.0%	128.4 GB	25.5%	129.7 GB	136.9 GB	160.3 GB	158 GB
738	56/b8e879	647094	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 20:10:34.764	23m 25s	23m 25s	758.0%	18.3 GB	3.6%	18.5 GB	19.9 GB	190 GB	198.5 GB
734	63/6dfdb9	647092	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 20:09:14.764	25m 15s	25m 11s	602.8%	286.9 GB	57.0%	288.1 GB	300 GB	147.5 GB	144 GB
739	9b/f83709	647095	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 20:10:34.868	24m 5s	24m 2s	654.7%	18.2 GB	3.6%	18.4 GB	20.1 GB	147.7 GB	144.1 GB
742	94/993bdd	647101	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 20:17:44.789	19m 15s	19m 13s	804.7%	50 GB	9.9%	50.2 GB	53.9 GB	147.6 GB	144 GB
733	76/db19c2	647090	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:15;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 20:05:09.789	32m 30s	32m 25s	382.2%	319.9 GB	63.5%	319.9 GB	362.3 GB	174.6 GB	172.4 GB
746	0b/b6b4ac	647104	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 20:20:14.840	18m 10s	18m 3s	995.3%	83.5 GB	16.6%	83.5 GB	89.6 GB	189.9 GB	198.4 GB
750	db/496a16	647108	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 20:21:14.836	17m 25s	17m 21s	1008.4%	116 GB	23.0%	116 GB	119.2 GB	189.9 GB	198.4 GB
748	c0/84f2f0	647107	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 20:21:09.861	17m 45s	17m 41s	842.8%	81.9 GB	16.3%	82 GB	86.3 GB	147.5 GB	144 GB
729	b8/0733ec	647091	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:15;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 20:05:49.764	34m 20s	34m 14s	311.8%	318.5 GB	63.3%	319.4 GB	334.6 GB	123.6 GB	106.7 GB
741	8c/fce1be	647100	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 20:17:39.788	23m 35s	23m 32s	795.2%	51 GB	10.1%	51 GB	54 GB	189.9 GB	198.4 GB
728	54/1594cf	647093	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 20:10:19.764	31m 5s	31m 3s	727.3%	126.1 GB	25.0%	128.1 GB	135.6 GB	139.8 GB	122.5 GB
740	09/63739f	647098	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 20:14:24.792	28m 50s	28m 45s	766.9%	159.3 GB	31.6%	162.2 GB	168 GB	130.1 GB	112.9 GB
737	75/cc5ba9	647097	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 20:11:44.793	31m 40s	31m 37s	375.4%	18.4 GB	3.7%	18.4 GB	22.1 GB	137.9 GB	121 GB
735	84/561a5e	647096	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 20:11:04.766	32m 45s	32m 43s	813.4%	160.4 GB	31.9%	165.6 GB	171.5 GB	180.6 GB	178.3 GB
754	dc/afa3bf	647112	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 20:24:09.963	19m 40s	19m 37s	776.6%	113.6 GB	22.6%	113.8 GB	118.7 GB	147.6 GB	144 GB
743	98/52cdc0	647102	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 20:19:24.836	26m 5s	26m 3s	907.5%	200.6 GB	39.8%	202.1 GB	215.3 GB	145 GB	142.7 GB
755	07/dbb96d	647114	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 20:28:00.025	19m 45s	19m 38s	924.1%	148.6 GB	29.5%	148.6 GB	160.9 GB	189.9 GB	198.4 GB
736	10/3580ef	647099	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:1GB)	COMPLETED	0	2022-02-25 20:17:04.796	30m 50s	30m 46s	424.0%	18.6 GB	3.7%	18.7 GB	22.3 GB	177.7 GB	175.4 GB
744	7b/e56127	647103	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 20:19:54.888	28m 10s	28m 6s	440.7%	53.9 GB	10.7%	55.5 GB	61.5 GB	172.9 GB	170.7 GB
747	d2/0af4ab	647106	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:3GB)	COMPLETED	0	2022-02-25 20:20:44.835	28m 25s	28m 23s	379.4%	54.8 GB	10.9%	54.8 GB	60.8 GB	130.9 GB	114 GB
753	73/0709b5	647111	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 20:23:20.040	26m 10s	26m 8s	789.2%	224.2 GB	44.5%	233.2 GB	246.7 GB	114.5 GB	97.2 GB
752	36/190992	647110	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 20:21:44.836	28m 30s	28m 26s	370.7%	86.1 GB	17.1%	91.5 GB	95.3 GB	128.1 GB	111.2 GB
749	99/ba1a78	647113	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:5GB)	COMPLETED	0	2022-02-25 20:25:19.931	25m 40s	25m 36s	453.8%	90.7 GB	18.0%	92.9 GB	101.8 GB	158.9 GB	156.6 GB
751	79/3dc517	647109	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 20:21:29.845	30m 50s	30m 49s	803.7%	228.2 GB	45.3%	229.6 GB	244.1 GB	155.2 GB	152.9 GB
764	cb/b3aee8	647122	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 20:34:40.003	17m 45s	17m 40s	846.9%	176.9 GB	35.1%	177.1 GB	189.3 GB	147.5 GB	143.9 GB
745	94/c95e10	647105	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 20:20:14.851	33m 55s	33m 52s	686.1%	195.7 GB	38.9%	199.3 GB	214.5 GB	143 GB	125.8 GB
756	b9/26a23a	647116	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 20:28:45.014	25m 35s	25m 29s	457.6%	128.3 GB	25.5%	129.3 GB	136.8 GB	154.2 GB	152 GB
759	f0/f46efc	647118	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 20:31:05.000	23m 25s	23m 20s	646.1%	144.1 GB	28.6%	144.3 GB	147.9 GB	147.5 GB	144 GB
766	e4/4085c4	647123	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 20:37:00.064	21m 50s	21m 47s	856.0%	213.2 GB	42.3%	213.2 GB	219.8 GB	189.9 GB	198.4 GB
774	81/958d07	647130	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 20:41:25.064	17m 50s	17m 47s	844.7%	240.1 GB	47.7%	240.4 GB	247.9 GB	147.5 GB	143.9 GB
769	50/72e0ef	647128	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 20:40:10.059	19m 40s	19m 35s	776.5%	208.6 GB	41.4%	208.8 GB	218.9 GB	147.5 GB	144 GB
760	f5/57253e	647119	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 20:33:10.050	27m 15s	27m 12s	668.7%	179.1 GB	35.6%	180.2 GB	190.5 GB	189.9 GB	198.4 GB
758	3b/f3b4ea	647117	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 20:28:59.976	31m 35s	31m 30s	676.3%	257.1 GB	51.1%	260.1 GB	278.2 GB	120.7 GB	103.5 GB
771	14/f91689	647129	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:15GB)	COMPLETED	0	2022-02-25 20:41:15.030	19m 30s	19m 27s	919.8%	245.9 GB	48.8%	246 GB	249.7 GB	189.9 GB	198.4 GB
773	d3/c1c519	647132	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:21GB)	COMPLETED	0	2022-02-25 20:43:25.034	18m 15s	18m 11s	1086.6%	343.2 GB	68.2%	344.7 GB	401.8 GB	89.4 GB	87.1 GB
761	55/cc76b6	647120	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:7GB)	COMPLETED	0	2022-02-25 20:34:00.085	29m 25s	29m 20s	369.9%	126.2 GB	25.1%	128 GB	135.5 GB	130.9 GB	114 GB
765	45/383dcb	647127	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 20:38:55.040	25m 50s	25m 47s	468.9%	167 GB	33.2%	167 GB	171.4 GB	172.9 GB	170.6 GB
767	0c/0ea092	647125	Lsamtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:9GB)	COMPLETED	0	2022-02-25 20:38:25.096	27m 55s	27m 52s	380.8%	160.7 GB	31.9%	160.7 GB	165.9 GB	122.5 GB	105.7 GB
775	42/71f463	647134	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 20:43:50.105	23m	22m 56s	779.2%	278.2 GB	55.3%	278.2 GB	303.7 GB	189.9 GB	198.4 GB
772	ae/1b44c7	647133	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:11GB)	COMPLETED	0	2022-02-25 20:43:50.078	23m 20s	23m 17s	469.8%	195.1 GB	38.7%	201.1 GB	214.4 GB	140.3 GB	138.1 GB
781	a2/9252ac	647137	sambamba_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 20:47:55.114	19m 45s	19m 39s	905.2%	297.9 GB	59.2%	297.9 GB	333.2 GB	189.9 GB	198.4 GB
763	35/2a4542	647124	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 20:37:40.025	30m 5s	30m 1s	735.6%	304.2 GB	60.4%	304.9 GB	314.2 GB	127 GB	109.7 GB
762	5e/638f17	647121	samtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 20:34:30.035	34m 10s	34m 6s	759.3%	309 GB	61.4%	309.3 GB	316.4 GB	175.5 GB	173.2 GB
780	74/cf78f3	647138	Lsamtools_csort_proc (A-CUHS-CU003128-BL-COL-49696BL1.unsorted;CPUs:17;MEM_PER_THREAD:13GB)	COMPLETED	0	2022-02-25 20:48:05.057	23m 50s	23m 46s	483.8%	235.9 GB	46.8%	236.5 GB	247.4 GB	149.6 GB	147.4 GB
778	23/ea7a78	647139	sambamba_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:17GB)	COMPLETED	0	2022-02-25 20:49:10.093	23m 50s	23m 45s	636.4%	266 GB	52.8%	266.1 GB	277.5 GB	147.5 GB	143.9 GB
770	3a/353fe6	647131	samtools_csort_proc (A-CUHS-CU002707-BL-COL-40848BL1_vcpa1.0_GRU-IRB-PUB.collated;CPUs:17;MEM_PER_THREAD:19GB)	COMPLETED	0	2022-02-25 20:43:15.106	29m 55s	29m 51s	749.8%	327.3 GB	65.0%	329.9 GB	343.7 GB	133.3 GB	116.1 GB
